subject,object,original_label
esteroproteases,peptide hydrolases,same-as
orofacial myotherapy,myofunctional therapy,same-as
armpit,axilla,same-as
gsd ii,glycogen storage disease type ii,same-as
statoacoustic nerve,vestibulocochlear nerve,same-as
nogo 66 receptor related protein 2,nogo receptor 2,same-as
wnv infections,west nile fever,same-as
pharmacogenetic screenings,pharmacogenomic testing,same-as
cysteine protease,cysteine proteases,same-as
harvest mites,trombiculidae,same-as
extravillous trophoblast,extravillous trophoblasts,same-as
rna probe,rna probes,same-as
allergoid,allergoids,same-as
cd49a antigen,integrin alpha1,same-as
sympatric species,sympatry,same-as
foreheads,forehead,same-as
perchloric acids,perchlorates,same-as
tibiofemoral articulation,tibiofemoral joint,same-as
hypromellose derivative,hypromellose derivatives,same-as
feldshers,physician assistants,same-as
systematic review as topic,systematic reviews as topic,same-as
nonleukemic myelosis,primary myelofibrosis,same-as
neurogeneses,neurogenesis,same-as
zygomatic arch,zygoma,same-as
sac of douglas,douglas' pouch,same-as
d 3 mercaptovaline,penicillamine,same-as
alaska's indigenous people,alaska natives,same-as
international healths,global health,same-as
dentistry for aged,dental care for aged,same-as
lingual nerves,lingual nerve,same-as
rankl protein,rank ligand,same-as
academic medical center,academic medical centers,same-as
esthetic surgical procedure,plastic surgery procedures,same-as
purinergic agonist,purinergic agonists,same-as
mutation frequency,mutation rate,same-as
middle african person,central african people,same-as
computer program,software,same-as
neuroleptics,antipsychotic agents,same-as
polopirin,aspirin,same-as
listerioses,listeriosis,same-as
antibody diversities,antibody diversity,same-as
sclerostomies,sclerostomy,same-as
ecig use,vaping,same-as
benign recurrent vertigo,benign paroxysmal positional vertigo,same-as
casein kinase iepsilon,casein kinase 1 epsilon,same-as
subtalar joints,subtalar joint,same-as
eye foreign objects,eye foreign bodies,same-as
solomon seal,polygonatum,same-as
methamizole,dipyrone,same-as
oatp1b3 protein,solute carrier organic anion transporter family member 1b3,same-as
lipid droplet proteins,lipid droplet associated proteins,same-as
ccn2 protein,connective tissue growth factor,same-as
thioglycollates,thioglycolates,same-as
carrier ampholyte,ampholyte mixtures,same-as
beta adaptin,adaptor protein complex beta subunits,same-as
genetic pleiotropism,genetic pleiotropy,same-as
lying,deception,same-as
currants,ribes,same-as
stretch shortening cycle exercise,plyometric exercise,same-as
slow reacting substances,autacoids,same-as
phenylamine,aniline compounds,same-as
progressive torsion spasm,dystonia musculorum deformans,same-as
keratitides,keratitis,same-as
psychogenic parasitosis,delusional parasitosis,same-as
lymnea,lymnaea,same-as
tan seng,salvia miltiorrhiza,same-as
haptic technologies,haptic technology,same-as
dental sealants,pit and fissure sealants,same-as
aspergers disorder,asperger syndrome,same-as
mitral valve prolapses,mitral valve prolapse,same-as
n4 phage,bacteriophage n4,same-as
chili peppers,capsicum,same-as
thalamus midline nucleus,midline thalamic nuclei,same-as
stim1 protein,stromal interaction molecule 1,same-as
campylobacter mustelae,helicobacter mustelae,same-as
anterior thalamus,anterior thalamic nuclei,same-as
herniated disks,intervertebral disc displacement,same-as
cresolase,monophenol monooxygenase,same-as
vegf,vascular endothelial growth factor a,same-as
neuromyotonia,isaacs syndrome,same-as
lupane type triterpenes,lupanes,same-as
cholesteryl ester storage disease,cholesterol ester storage disease,same-as
episomes,plasmids,same-as
thermal destruction,incineration,same-as
seawaters,seawater,same-as
dermatological agent,dermatologic agents,same-as
female pattern baldness,alopecia,same-as
adansonias,adansonia,same-as
obstetric surgeries,obstetric surgical procedures,same-as
5' top messenger rna,rna 5' terminal oligopyrimidine sequence,same-as
radiation therapy,radiotherapy,same-as
immunological tests,immunologic tests,same-as
licensing,licensure,same-as
brainstem tumor,brain stem neoplasms,same-as
endemic disease,endemic diseases,same-as
protein synthesis inhibitor,protein synthesis inhibitors,same-as
spirochaeta dentium,treponema denticola,same-as
procapsid,capsid,same-as
oral neoplasms,mouth neoplasms,same-as
scaphoid bones,scaphoid bone,same-as
chronic condition,chronic disease,same-as
cardiovascular physiology,cardiovascular physiological phenomena,same-as
blood platelet counts,platelet count,same-as
kikuchis disease,histiocytic necrotizing lymphadenitis,same-as
sudden unexplained nocturnal death syndrome,brugada syndrome,same-as
alzheimer sclerosis,alzheimer disease,same-as
jak2 protein tyrosine kinase,janus kinase 2,same-as
proton pump inhibitor,proton pump inhibitors,same-as
benzothiadiazine diuretics,sodium chloride symporter inhibitors,same-as
barrington nucleus,barrington's nucleus,same-as
dissociative reactions,dissociative disorders,same-as
vesanoid,tretinoin,same-as
cell nucleus sizes,cell nucleus size,same-as
pediatric assistant,pediatric assistants,same-as
insulin infusion system,insulin infusion systems,same-as
gastropexis,gastropexy,same-as
fertility preferences,fertility,same-as
rubiviruses,rubivirus,same-as
chromosome segregation 1 like protein,cellular apoptosis susceptibility protein,same-as
alveolar process atrophies,alveolar bone loss,same-as
painting,paintings,same-as
pyramem,piracetam,same-as
desglucolanatosides a,acetyldigitoxins,same-as
webcasts as topics,webcasts as topic,same-as
knee caps,patella,same-as
clinical efficacy,treatment outcome,same-as
xiphosura,horseshoe crabs,same-as
mkk 1 protein kinase,map kinase kinase 1,same-as
friedreich's hereditary ataxia,friedreich ataxia,same-as
face expression,facial expression,same-as
intestines neoplasms,intestinal neoplasms,same-as
wingless type proteins,wnt proteins,same-as
suture,sutures,same-as
km allotype,immunoglobulin km allotypes,same-as
lewis x related antigens,lewis x antigen,same-as
sleep walking disorder,somnambulism,same-as
vasointestinal peptide,vasoactive intestinal peptide,same-as
complement fixation test,complement fixation tests,same-as
immunoturbidimetries,immunoturbidimetry,same-as
oxyb protein,oxysterol binding proteins,same-as
epidermic cells,epidermal cells,same-as
hemogenic endothelium,hemangioblasts,same-as
in toeing,metatarsus varus,same-as
cell membrane lipids,membrane lipids,same-as
canal of schlemm,schlemm's canal,same-as
drug smugglings,drug trafficking,same-as
urogenital surgical procedure,urogenital surgical procedures,same-as
hypophyseal stalks,pituitary gland,same-as
hyperbaric and undersea medicine,diving and hyperbaric medicine,same-as
pelvic cake kidney,fused kidney,same-as
complement c2b fragment,complement c2b,same-as
mental orientation,orientation,same-as
serpini1 protein,neuroserpin,same-as
atrium appendages,atrial appendage,same-as
cell polarities,cell polarity,same-as
enteric fever,typhoid fever,same-as
neisseria winogradskyi,acinetobacter calcoaceticus,same-as
facultative thermogenesis,thermogenesis,same-as
ferroprotoporphyrin,heme,same-as
histamine h2 receptor blockaders,histamine h2 antagonists,same-as
trans myocardial laser revascularization,transmyocardial laser revascularization,same-as
cerebral intraventricular haemorrhages,cerebral intraventricular hemorrhage,same-as
7 deazaadenosine,tubercidin,same-as
microbial community compositions,microbiota,same-as
amphidinol,amphidinols,same-as
mastoidectomies,mastoidectomy,same-as
nucleotide oligomerization domain 2 protein,nod2 signaling adaptor protein,same-as
androgenic compounds,androgens,same-as
anus prolapse,rectal prolapse,same-as
perceptual closures,perceptual closure,same-as
sphenostyli,sphenostylis,same-as
hana glycoprotein,hn protein,same-as
lissencephalia,lissencephaly,same-as
phosphodiesterase type 4 inhibitor,phosphodiesterase 4 inhibitors,same-as
accessibility of health services,health services accessibility,same-as
5 hydroxytrytamine agonist,serotonin receptor agonists,same-as
urban planning,city planning,same-as
germinal center kinase family,germinal center kinases,same-as
woman's right,women's rights,same-as
mobility limitations,mobility limitation,same-as
citrate hydrolyase,aconitate hydratase,same-as
enoxaparine,enoxaparin,same-as
injuries and wounds,wounds and injuries,same-as
cebuella,callitrichinae,same-as
ghost tooth,odontodysplasia,same-as
epidemic neurolabyrinthitis,vestibular neuronitis,same-as
mouth neoplasm,mouth neoplasms,same-as
superinfections,superinfection,same-as
peritoneal stoma,peritoneal stomata,same-as
nasal concha,turbinates,same-as
corticosteroid,adrenal cortex hormones,same-as
north asian peoples,north asian people,same-as
exfoliation glaucoma,exfoliation syndrome,same-as
p23k recoverin like protein,hippocalcin,same-as
emotional self regulation,emotional regulation,same-as
neck injury,neck injuries,same-as
decalcification techniques,decalcification technique,same-as
testicular interstitial cells,leydig cells,same-as
fatal outcomes,fatal outcome,same-as
human echovirus 9,echovirus 9,same-as
cd105 antigen,endoglin,same-as
hyperferritinemias,hyperferritinemia,same-as
rasgef,ras guanine nucleotide exchange factors,same-as
factor twelve a,factor xiia,same-as
death rates,mortality,same-as
organ culture technique,organ culture techniques,same-as
pharmaceutical industries,drug industry,same-as
group a arbovirus,alphavirus,same-as
sweet clover,melilotus,same-as
mollusks,mollusca,same-as
australian sheep blowfly,lucilia cuprina,same-as
petrositides,petrositis,same-as
host mother,gestational carriers,same-as
ménière diseases,meniere disease,same-as
drugs shelf life,drug stability,same-as
fentolamin,phentolamine,same-as
tnf related weak inducer of apoptosis,cytokine tweak,same-as
social neuroscience,cognitive neuroscience,same-as
linked data,semantic web,same-as
sexual intercourse,coitus,same-as
factor b,complement factor b,same-as
oculorhombin,pax6 transcription factor,same-as
cd336 antigens,natural cytotoxicity triggering receptor 2,same-as
bamboo grass,sasa,same-as
cornu anterius,spinal cord ventral horn,same-as
corticomedial nuclei,corticomedial nuclear complex,same-as
genital organs,genitalia,same-as
pulegium vulgare,mentha pulegium,same-as
library services technical,library technical services,same-as
wolffs periodic disease,familial mediterranean fever,same-as
health facility sizes,health facility size,same-as
middle ear effusion,otitis media with effusion,same-as
defective interfering particles,defective interfering viruses,same-as
workers compensation,workers' compensation,same-as
nucleus obscurus raphe,nucleus raphe obscurus,same-as
sv40 viruses,simian virus 40,same-as
restriction endonuclease mappings,restriction mapping,same-as
group behaviors,mass behavior,same-as
fee schedule,fee schedules,same-as
pityrosporum,malassezia,same-as
end point assay,endpoint determination,same-as
mitoribosome,mitochondrial ribosomes,same-as
benign pilomatricoma,pilomatrixoma,same-as
mastalgias,mastodynia,same-as
wagr contiguous gene syndrome,wagr syndrome,same-as
aquatic biology,hydrobiology,same-as
cortical phase synchronization,cortical synchronization,same-as
employee turnover,personnel turnover,same-as
digestive system abnormality,digestive system abnormalities,same-as
geographic information system,geographic information systems,same-as
professional practice gap,professional practice gaps,same-as
community health plannings,community health planning,same-as
os naviculare manus,scaphoid bone,same-as
heart enlargement,cardiomegaly,same-as
face transplant,facial transplantation,same-as
aaa modules,aaa domain,same-as
glossinas,tsetse flies,same-as
dill weed,anethum graveolens,same-as
reproductive and urinary tract physiological concepts,reproductive and urinary physiological phenomena,same-as
slamf receptors,signaling lymphocytic activation molecule family,same-as
3 phosphoglycerate dehydrogenase,phosphoglycerate dehydrogenase,same-as
stem cell niches,stem cell niche,same-as
colonic disease,colonic diseases,same-as
animal research alternative,animal use alternatives,same-as
immunogenetic phenomenon,immunogenetic phenomena,same-as
railroad,railroads,same-as
occipital bones,occipital bone,same-as
machine learning boosting,boosting machine learning algorithms,same-as
orbital inflammatory pseudotumors,orbital pseudotumor,same-as
womanpowers,workforce,same-as
achromobacter sewerinii,pseudomonas stutzeri,same-as
cst complex,shelterin complex,same-as
moon phases,moon,same-as
centers for disease control and prevention national program of cancer registries,national program of cancer registries,same-as
cos cell,cos cells,same-as
hemagglutinin,hemagglutinins,same-as
fusa protein,peptide elongation factor g,same-as
acinic cells,acinar cells,same-as
subtractive hybridization technique,subtractive hybridization techniques,same-as
tuberculosis vaccine,tuberculosis vaccines,same-as
pneumorrhachi,pneumorrhachis,same-as
thra gene products,thyroid hormone receptors alpha,same-as
mannequins,manikins,same-as
cd56 antigens,cd56 antigen,same-as
miocamycine,miocamycin,same-as
cranial nerve x,vagus nerve,same-as
caesarean section,cesarean section,same-as
adenylpyrophosphate,adenosine triphosphate,same-as
eel,eels,same-as
trifluorothymidine,trifluridine,same-as
olive baboon,papio anubis,same-as
insulin mixtures,biphasic insulins,same-as
lamprey eels,lampreys,same-as
formate dehydrogenase,formate dehydrogenases,same-as
chicken anemia viruses,chicken anemia virus,same-as
mesmerism,hypnosis,same-as
5 bromouracil,bromouracil,same-as
polyphosphoinositide,phosphatidylinositol phosphates,same-as
alfalfa mosaic viruses,alfalfa mosaic virus,same-as
idiopathic blepharospasm oromandibular dystonia syndrome,meige syndrome,same-as
embryoid body,embryoid bodies,same-as
schistosoma haematobia infection,schistosomiasis haematobia,same-as
nutritional genomics,nutrigenomics,same-as
epikeratoplasties,epikeratophakia,same-as
primary disease prevention,primary prevention,same-as
preimplantation genetic diagnosis,preimplantation diagnosis,same-as
neuroscience,neurosciences,same-as
educational levels,educational status,same-as
bedouin people,arabs,same-as
sex behavior,sexual behavior,same-as
carbonic anhydrase inhibitor,carbonic anhydrase inhibitors,same-as
tabernaemontaneae,tabernaemontana,same-as
colon neoplasm,colonic neoplasms,same-as
great arteries transpositions,transposition of great vessels,same-as
men ii,multiple endocrine neoplasia type 2a,same-as
hair colorants,hair dyes,same-as
abortifacient effect,abortifacient agents,same-as
zk98296,mifepristone,same-as
emotional fatigue,emotional exhaustion,same-as
paramedical personnel,paramedics,same-as
syncalide,sincalide,same-as
syringe sharing,needle sharing,same-as
multicatalytic endopeptidase complex,proteasome endopeptidase complex,same-as
jaw cyst,jaw cysts,same-as
anomic dysphasias,anomia,same-as
chronic autoimmune urticaria,chronic urticaria,same-as
mptp neurotoxicity syndromes,mptp poisoning,same-as
public law 93 406,employee retirement income security act,same-as
guacos,mikania,same-as
periapical tissues,periapical tissue,same-as
clara cell specific protein,uteroglobin,same-as
asian cobras,naja naja,same-as
perching bird,passeriformes,same-as
ejaculatio praecox,premature ejaculation,same-as
histamine h3 blockers,histamine h3 antagonists,same-as
enterotoxin,enterotoxins,same-as
aminopeptidase n,cd13 antigens,same-as
allspice,pimenta,same-as
somatic cell hybrid,hybrid cells,same-as
cholecystokinin octapeptide,sincalide,same-as
diaphragmatic myocardial infarction,inferior wall myocardial infarction,same-as
diabetes mellitus complication,diabetes complications,same-as
mouth rinses,mouthwashes,same-as
first responders,emergency responders,same-as
type xvii collagen,collagen type xvii,same-as
seminiferous epitheliums,seminiferous epithelium,same-as
cell membrane lipid,membrane lipids,same-as
patent medicines,nonprescription drugs,same-as
microsporidians,microsporidia,same-as
ultrasound therapy,ultrasonic therapy,same-as
retirements,retirement,same-as
follicular b helper t cells,t follicular helper cells,same-as
monocyte chemoattractant protein 3,chemokine ccl7,same-as
rhetinic acid,glycyrrhetinic acid,same-as
scoping reviews as topic,scoping review as topic,same-as
orientia tsutsugamushi infection,scrub typhus,same-as
pancreatic stone protein,lithostathine,same-as
ena 78 chemokine,chemokine cxcl5,same-as
pyk2 protein tyrosine kinase,focal adhesion kinase 2,same-as
glucose regulated protein 78 kda,endoplasmic reticulum chaperone bip,same-as
ferrocyanide reaction,prussian blue reaction,same-as
halorhodopsin,halorhodopsins,same-as
electrical stimulations,electric stimulation,same-as
chondroblastomas,chondroblastoma,same-as
biologic clock,biological clocks,same-as
phenylalanine 4 hydroxylase,phenylalanine hydroxylase,same-as
tooth erosions,tooth erosion,same-as
nuclear waste,radioactive waste,same-as
penguin,spheniscidae,same-as
vein,veins,same-as
tetrapleuras,tetrapleura,same-as
hiv protease inhibitor,hiv protease inhibitors,same-as
bronchial constrictions,bronchoconstriction,same-as
elderly abuses,elder abuse,same-as
hereditary autoinflammation diseases,hereditary autoinflammatory diseases,same-as
vaginal irrigation,vaginal douching,same-as
crispr clusters,clustered regularly interspaced short palindromic repeats,same-as
ureohydrolase,ureohydrolases,same-as
partner and localizer of brca2 protein,fanconi anemia complementation group n protein,same-as
cookery,cooking,same-as
methylglyoxal,pyruvaldehyde,same-as
nicotinamide nucleotide transhydrogenase,nadp transhydrogenases,same-as
5' capped rna,rna caps,same-as
greater celandine,chelidonium majus,same-as
neutrophil,neutrophils,same-as
systemic juvenile hyalinoses,hyaline fibromatosis syndrome,same-as
tobacco necrosis virus satellite,tobacco necrosis satellite virus,same-as
table sugars,dietary sucrose,same-as
mullerian duct,mullerian ducts,same-as
glucosephosphatase deficiencies,glycogen storage disease type i,same-as
rna lesion,rna damage,same-as
propylamine transferase,spermidine synthase,same-as
cell plasticities,cell plasticity,same-as
post mortem examination,autopsy,same-as
nerve lengthenings,nerve expansion,same-as
pulmonary surgical procedure,pulmonary surgical procedures,same-as
unguents,ointments,same-as
affinity labeling reagents,affinity labels,same-as
protein kinase a anchor proteins,a kinase anchor proteins,same-as
tnf alpha converting enzyme,adam17 protein,same-as
stationary population,population dynamics,same-as
cd49f antigens,integrin alpha6,same-as
sperm retrievals,sperm retrieval,same-as
pyrolyses,pyrolysis,same-as
diverticulosis,diverticulum,same-as
pubertal blockers,puberty inhibitors,same-as
phenylketonuria,phenylketonurias,same-as
at rich regions,at rich sequence,same-as
blue mussels,mytilus edulis,same-as
de lange's syndrome,de lange syndrome,same-as
absence of voice,aphonia,same-as
l1 cell adhesion molecule,neural cell adhesion molecule l1,same-as
bernard syndromes,horner syndrome,same-as
monkey pox virus,monkeypox virus,same-as
o desmethylvenlafaxine succinate monohydrate,desvenlafaxine succinate,same-as
eardrum,tympanic membrane,same-as
bids syndrome,trichothiodystrophy syndromes,same-as
neurokinin alpha,neurokinin a,same-as
electromagnetic concepts,electromagnetic phenomena,same-as
fritillary,fritillaria,same-as
neopallial cortices,neocortex,same-as
blood flow restriction training,blood flow restriction therapy,same-as
multiple chemical sensitivities,multiple chemical sensitivity,same-as
chloroprene polymers,neoprene,same-as
manufacturing and industrial plants,manufacturing and industrial facilities,same-as
residential aged care facility,homes for the aged,same-as
ears,ear,same-as
wattles and comb,comb and wattles,same-as
polyyne,polyynes,same-as
cardiotoxic agent,cardiotoxins,same-as
enzyme precursor,enzyme precursors,same-as
gem associated proteins,smn complex proteins,same-as
dopamine effect,dopamine agents,same-as
pp1c enzyme,protein phosphatase 1,same-as
fiber optic cable,optical fibers,same-as
hyperkinetic movement,hyperkinesis,same-as
ethanolamineglycerophospholipids,phosphatidylethanolamines,same-as
vaters ampulla,ampulla of vater,same-as
endonuclease hsui,deoxyribonuclease hindiii,same-as
limit dextrinoses,glycogen storage disease type iii,same-as
logotherapies,logotherapy,same-as
forebrain commissure,telencephalic commissures,same-as
elc chemokine,chemokine ccl19,same-as
curculionidae,weevils,same-as
distaff thistles,carthamus,same-as
cross eye,esotropia,same-as
behavioral rating scale,behavior rating scale,same-as
s100a7 protein,s100 calcium binding protein a7,same-as
cholangiocarcinomas,cholangiocarcinoma,same-as
meniere's disease,meniere disease,same-as
cephalosporium,acremonium,same-as
weight loss programs,weight reduction programs,same-as
geriatric health services,health services for the aged,same-as
corpora lutea,corpus luteum,same-as
heat shock proteins 10,chaperonin 10,same-as
kymatism,myokymia,same-as
cell viabilities,cell survival,same-as
fertility control,contraception,same-as
hemolytic anemia due to g6pd deficiency,glucosephosphate dehydrogenase deficiency,same-as
cardiovascular agent,cardiovascular agents,same-as
body lift surgeries,body contouring,same-as
premature ventricular contraction,ventricular premature complexes,same-as
plastic,plastics,same-as
lymphocyte counts,lymphocyte count,same-as
reticular fiber,reticulin,same-as
metabolic x syndrome,metabolic syndrome,same-as
facial nerve injury,facial nerve injuries,same-as
gdp sugars,guanosine diphosphate sugars,same-as
anosmic hypogonadisms,kallmann syndrome,same-as
ferritin repressor protein,iron regulatory protein 1,same-as
negative result,negative results,same-as
patient handling,moving and lifting patients,same-as
war between the states,american civil war,same-as
meningismus,meningism,same-as
frangula,rhamnus,same-as
laughing gas,nitrous oxide,same-as
endometrioses,endometriosis,same-as
postreplicative repair,dna damage tolerance,same-as
asialoorosomucoid receptors,asialoglycoprotein receptor,same-as
interleukin,interleukins,same-as
vitamin pp,niacinamide,same-as
dense core granule,dense core vesicles,same-as
blood flow,blood circulation,same-as
congenital clubfeet,clubfoot,same-as
glycine plasma membrane transporter proteins,glycine plasma membrane transport proteins,same-as
lowe bickel syndrome,oculocerebrorenal syndrome,same-as
methylglucopyranosides,methylglucosides,same-as
fibrocystic pulmonary dysplasias,idiopathic pulmonary fibrosis,same-as
cyclohexatriene,benzene,same-as
kidney replacement therapies,renal replacement therapy,same-as
taxoid,taxoids,same-as
tsh cells,thyrotrophs,same-as
aminoglycoside phosphotransferase,kanamycin kinase,same-as
alkalinizing agents,antacids,same-as
asl deficiencies,argininosuccinic aciduria,same-as
tobacco controls,tobacco control,same-as
anti mutagenic agent,antimutagenic agents,same-as
micro waves,microwaves,same-as
nucleus of tractus solitarius,solitary nucleus,same-as
fibrin stabilizing factor,factor xiii,same-as
mioses,miosis,same-as
men 3,multiple endocrine neoplasia type 2b,same-as
mar element,matrix attachment regions,same-as
electrical capacitance,electric capacitance,same-as
basis pedunculi,cerebral peduncle,same-as
astrocytic glioma,astrocytoma,same-as
electronic prescriptions,electronic prescribing,same-as
didelphidae,opossums,same-as
membrane fluidities,membrane fluidity,same-as
gene targetings,gene targeting,same-as
anteroseptal myocardial infarction,anterior wall myocardial infarction,same-as
tissue factor procoagulant,thromboplastin,same-as
hiv seronegativities,hiv seronegativity,same-as
polyethylene glycol cetyl ether,cetomacrogol,same-as
fluocinolide,fluocinonide,same-as
protein fingerprints,peptide mapping,same-as
mixed hyperlipemias,hyperlipoproteinemia type v,same-as
organoleptic,sensation,same-as
complement complex c5b 9,complement membrane attack complex,same-as
chinaberry tree,melia azedarach,same-as
hospital mortalities,hospital mortality,same-as
brachium pontis,middle cerebellar peduncle,same-as
best vitelliform macular dystrophy,vitelliform macular dystrophy,same-as
vitellogeneses,vitellogenesis,same-as
gender roles,gender role,same-as
neuro immunomodulation,neuroimmunomodulation,same-as
sialuria,sialic acid storage disease,same-as
cytoreductive surgeries,cytoreduction surgical procedures,same-as
autobiography as topic,autobiographies as topic,same-as
constrained movement therapy,constraint induced movement therapy,same-as
mpxv virus,monkeypox virus,same-as
humeri fractures,humeral fractures,same-as
otorhinolaryngological diseases,otorhinolaryngologic diseases,same-as
tetrahydropyridines,pyrrolidines,same-as
paranoias,paranoid disorders,same-as
uniparental disomies,uniparental disomy,same-as
hmg at proteins,hmga proteins,same-as
true toad,bufonidae,same-as
adult day care center,adult day care centers,same-as
nurse,nurses,same-as
luting agents,dental cements,same-as
life course perspectives,life course perspective,same-as
soft tissue injury,soft tissue injuries,same-as
ig polypeptide chains,immunoglobulin subunits,same-as
subtraction technics,subtraction technique,same-as
gastric irrigations,gastric lavage,same-as
coup tfi protein,coup transcription factor i,same-as
nsp 100,peptide elongation factor 2,same-as
obesity in pregnancy,pregnancy in obesity,same-as
neuroinflammatory disease,neuroinflammatory diseases,same-as
augmented realities,augmented reality,same-as
american indians or alaska natives,american indian or alaska native,same-as
whitening agent,bleaching agents,same-as
nucleus linearis,dorsal raphe nucleus,same-as
polyglobin,immunoglobulin g,same-as
wilms tumor 1,wilms tumor,same-as
respiratory physiological phenomenon,respiratory physiological phenomena,same-as
brachial plexus anesthesia,brachial plexus block,same-as
primary immune deficiency disorder,primary immunodeficiency diseases,same-as
drip clade,mesomycetozoea,same-as
annexin vi,annexin a6,same-as
e cigarette use,vaping,same-as
lymphangitides,lymphangitis,same-as
radioisotope brachytherapy,brachytherapy,same-as
keratoses,keratosis,same-as
ethmoid sinuses,ethmoid sinus,same-as
peptide fingerprinting,peptide mapping,same-as
nasolabial folds,nasolabial fold,same-as
tissue basophils,mast cells,same-as
handicapped child,children with disabilities,same-as
duodenal reflux,duodenogastric reflux,same-as
anisotropies,anisotropy,same-as
tetrahydro isoquinolines,tetrahydroisoquinolines,same-as
enamel hypomineralization,dental enamel hypomineralization,same-as
fecal transplant,fecal microbiota transplantation,same-as
astrocyte,astrocytes,same-as
unconscious state,unconsciousness,same-as
immunomodulatory agents,immunomodulating agents,same-as
polychlorinated biphenyl,polychlorinated biphenyls,same-as
achromobacter fischeri,aliivibrio fischeri,same-as
chondromatoses,chondromatosis,same-as
collagenase,collagenases,same-as
complement component 4,complement c4,same-as
bacillus bronchisepticus,bordetella bronchiseptica,same-as
crystal violet,gentian violet,same-as
chimpanzee foamy virus,simian foamy virus,same-as
plumeless thistles,carduus,same-as
cohesin,cohesins,same-as
mannolipid,dolichol monophosphate mannose,same-as
mouth rehabilitations,mouth rehabilitation,same-as
phenobarbitone,phenobarbital,same-as
north american peoples,north american people,same-as
toeing outs,metatarsal valgus,same-as
3 pyridinecarboxylic acid,niacin,same-as
umbilical cyst,urachal cyst,same-as
