subject,object,original_label
library services technical,library technical services,same-as
wolffs periodic disease,familial mediterranean fever,same-as
health facility sizes,health facility size,same-as
middle ear effusion,otitis media with effusion,same-as
defective interfering particles,defective interfering viruses,same-as
workers compensation,workers' compensation,same-as
nucleus obscurus raphe,nucleus raphe obscurus,same-as
sv40 viruses,simian virus 40,same-as
restriction endonuclease mappings,restriction mapping,same-as
group behaviors,mass behavior,same-as
fee schedule,fee schedules,same-as
pityrosporum,malassezia,same-as
end point assay,endpoint determination,same-as
mitoribosome,mitochondrial ribosomes,same-as
benign pilomatricoma,pilomatrixoma,same-as
mastalgias,mastodynia,same-as
wagr contiguous gene syndrome,wagr syndrome,same-as
aquatic biology,hydrobiology,same-as
cortical phase synchronization,cortical synchronization,same-as
employee turnover,personnel turnover,same-as
digestive system abnormality,digestive system abnormalities,same-as
geographic information system,geographic information systems,same-as
professional practice gap,professional practice gaps,same-as
community health plannings,community health planning,same-as
os naviculare manus,scaphoid bone,same-as
heart enlargement,cardiomegaly,same-as
face transplant,facial transplantation,same-as
aaa modules,aaa domain,same-as
glossinas,tsetse flies,same-as
dill weed,anethum graveolens,same-as
reproductive and urinary tract physiological concepts,reproductive and urinary physiological phenomena,same-as
slamf receptors,signaling lymphocytic activation molecule family,same-as
3 phosphoglycerate dehydrogenase,phosphoglycerate dehydrogenase,same-as
stem cell niches,stem cell niche,same-as
colonic disease,colonic diseases,same-as
animal research alternative,animal use alternatives,same-as
immunogenetic phenomenon,immunogenetic phenomena,same-as
railroad,railroads,same-as
occipital bones,occipital bone,same-as
machine learning boosting,boosting machine learning algorithms,same-as
orbital inflammatory pseudotumors,orbital pseudotumor,same-as
womanpowers,workforce,same-as
achromobacter sewerinii,pseudomonas stutzeri,same-as
cst complex,shelterin complex,same-as
moon phases,moon,same-as
centers for disease control and prevention national program of cancer registries,national program of cancer registries,same-as
cos cell,cos cells,same-as
hemagglutinin,hemagglutinins,same-as
fusa protein,peptide elongation factor g,same-as
acinic cells,acinar cells,same-as
subtractive hybridization technique,subtractive hybridization techniques,same-as
tuberculosis vaccine,tuberculosis vaccines,same-as
pneumorrhachi,pneumorrhachis,same-as
thra gene products,thyroid hormone receptors alpha,same-as
mannequins,manikins,same-as
cd56 antigens,cd56 antigen,same-as
miocamycine,miocamycin,same-as
cranial nerve x,vagus nerve,same-as
caesarean section,cesarean section,same-as
adenylpyrophosphate,adenosine triphosphate,same-as
eel,eels,same-as
trifluorothymidine,trifluridine,same-as
olive baboon,papio anubis,same-as
insulin mixtures,biphasic insulins,same-as
lamprey eels,lampreys,same-as
formate dehydrogenase,formate dehydrogenases,same-as
chicken anemia viruses,chicken anemia virus,same-as
mesmerism,hypnosis,same-as
5 bromouracil,bromouracil,same-as
polyphosphoinositide,phosphatidylinositol phosphates,same-as
alfalfa mosaic viruses,alfalfa mosaic virus,same-as
idiopathic blepharospasm oromandibular dystonia syndrome,meige syndrome,same-as
embryoid body,embryoid bodies,same-as
schistosoma haematobia infection,schistosomiasis haematobia,same-as
nutritional genomics,nutrigenomics,same-as
epikeratoplasties,epikeratophakia,same-as
primary disease prevention,primary prevention,same-as
preimplantation genetic diagnosis,preimplantation diagnosis,same-as
neuroscience,neurosciences,same-as
educational levels,educational status,same-as
bedouin people,arabs,same-as
sex behavior,sexual behavior,same-as
carbonic anhydrase inhibitor,carbonic anhydrase inhibitors,same-as
tabernaemontaneae,tabernaemontana,same-as
colon neoplasm,colonic neoplasms,same-as
great arteries transpositions,transposition of great vessels,same-as
men ii,multiple endocrine neoplasia type 2a,same-as
hair colorants,hair dyes,same-as
abortifacient effect,abortifacient agents,same-as
zk98296,mifepristone,same-as
emotional fatigue,emotional exhaustion,same-as
paramedical personnel,paramedics,same-as
syncalide,sincalide,same-as
syringe sharing,needle sharing,same-as
multicatalytic endopeptidase complex,proteasome endopeptidase complex,same-as
jaw cyst,jaw cysts,same-as
anomic dysphasias,anomia,same-as
chronic autoimmune urticaria,chronic urticaria,same-as
mptp neurotoxicity syndromes,mptp poisoning,same-as
public law 93 406,employee retirement income security act,same-as
guacos,mikania,same-as
periapical tissues,periapical tissue,same-as
clara cell specific protein,uteroglobin,same-as
asian cobras,naja naja,same-as
perching bird,passeriformes,same-as
ejaculatio praecox,premature ejaculation,same-as
histamine h3 blockers,histamine h3 antagonists,same-as
enterotoxin,enterotoxins,same-as
aminopeptidase n,cd13 antigens,same-as
allspice,pimenta,same-as
somatic cell hybrid,hybrid cells,same-as
cholecystokinin octapeptide,sincalide,same-as
diaphragmatic myocardial infarction,inferior wall myocardial infarction,same-as
diabetes mellitus complication,diabetes complications,same-as
mouth rinses,mouthwashes,same-as
first responders,emergency responders,same-as
type xvii collagen,collagen type xvii,same-as
seminiferous epitheliums,seminiferous epithelium,same-as
cell membrane lipid,membrane lipids,same-as
patent medicines,nonprescription drugs,same-as
microsporidians,microsporidia,same-as
ultrasound therapy,ultrasonic therapy,same-as
retirements,retirement,same-as
follicular b helper t cells,t follicular helper cells,same-as
monocyte chemoattractant protein 3,chemokine ccl7,same-as
rhetinic acid,glycyrrhetinic acid,same-as
scoping reviews as topic,scoping review as topic,same-as
orientia tsutsugamushi infection,scrub typhus,same-as
pancreatic stone protein,lithostathine,same-as
ena 78 chemokine,chemokine cxcl5,same-as
pyk2 protein tyrosine kinase,focal adhesion kinase 2,same-as
glucose regulated protein 78 kda,endoplasmic reticulum chaperone bip,same-as
ferrocyanide reaction,prussian blue reaction,same-as
halorhodopsin,halorhodopsins,same-as
electrical stimulations,electric stimulation,same-as
chondroblastomas,chondroblastoma,same-as
biologic clock,biological clocks,same-as
phenylalanine 4 hydroxylase,phenylalanine hydroxylase,same-as
tooth erosions,tooth erosion,same-as
nuclear waste,radioactive waste,same-as
penguin,spheniscidae,same-as
vein,veins,same-as
tetrapleuras,tetrapleura,same-as
hiv protease inhibitor,hiv protease inhibitors,same-as
bronchial constrictions,bronchoconstriction,same-as
elderly abuses,elder abuse,same-as
hereditary autoinflammation diseases,hereditary autoinflammatory diseases,same-as
vaginal irrigation,vaginal douching,same-as
crispr clusters,clustered regularly interspaced short palindromic repeats,same-as
ureohydrolase,ureohydrolases,same-as
partner and localizer of brca2 protein,fanconi anemia complementation group n protein,same-as
cookery,cooking,same-as
methylglyoxal,pyruvaldehyde,same-as
nicotinamide nucleotide transhydrogenase,nadp transhydrogenases,same-as
5' capped rna,rna caps,same-as
greater celandine,chelidonium majus,same-as
neutrophil,neutrophils,same-as
systemic juvenile hyalinoses,hyaline fibromatosis syndrome,same-as
tobacco necrosis virus satellite,tobacco necrosis satellite virus,same-as
table sugars,dietary sucrose,same-as
mullerian duct,mullerian ducts,same-as
glucosephosphatase deficiencies,glycogen storage disease type i,same-as
rna lesion,rna damage,same-as
propylamine transferase,spermidine synthase,same-as
cell plasticities,cell plasticity,same-as
post mortem examination,autopsy,same-as
nerve lengthenings,nerve expansion,same-as
pulmonary surgical procedure,pulmonary surgical procedures,same-as
unguents,ointments,same-as
affinity labeling reagents,affinity labels,same-as
protein kinase a anchor proteins,a kinase anchor proteins,same-as
tnf alpha converting enzyme,adam17 protein,same-as
stationary population,population dynamics,same-as
cd49f antigens,integrin alpha6,same-as
sperm retrievals,sperm retrieval,same-as
pyrolyses,pyrolysis,same-as
diverticulosis,diverticulum,same-as
pubertal blockers,puberty inhibitors,same-as
phenylketonuria,phenylketonurias,same-as
at rich regions,at rich sequence,same-as
blue mussels,mytilus edulis,same-as
de lange's syndrome,de lange syndrome,same-as
absence of voice,aphonia,same-as
l1 cell adhesion molecule,neural cell adhesion molecule l1,same-as
bernard syndromes,horner syndrome,same-as
monkey pox virus,monkeypox virus,same-as
o desmethylvenlafaxine succinate monohydrate,desvenlafaxine succinate,same-as
eardrum,tympanic membrane,same-as
bids syndrome,trichothiodystrophy syndromes,same-as
neurokinin alpha,neurokinin a,same-as
electromagnetic concepts,electromagnetic phenomena,same-as
fritillary,fritillaria,same-as
neopallial cortices,neocortex,same-as
blood flow restriction training,blood flow restriction therapy,same-as
multiple chemical sensitivities,multiple chemical sensitivity,same-as
chloroprene polymers,neoprene,same-as
manufacturing and industrial plants,manufacturing and industrial facilities,same-as
residential aged care facility,homes for the aged,same-as
ears,ear,same-as
wattles and comb,comb and wattles,same-as
polyyne,polyynes,same-as
cardiotoxic agent,cardiotoxins,same-as
enzyme precursor,enzyme precursors,same-as
gem associated proteins,smn complex proteins,same-as
dopamine effect,dopamine agents,same-as
pp1c enzyme,protein phosphatase 1,same-as
fiber optic cable,optical fibers,same-as
hyperkinetic movement,hyperkinesis,same-as
ethanolamineglycerophospholipids,phosphatidylethanolamines,same-as
vaters ampulla,ampulla of vater,same-as
endonuclease hsui,deoxyribonuclease hindiii,same-as
limit dextrinoses,glycogen storage disease type iii,same-as
logotherapies,logotherapy,same-as
forebrain commissure,telencephalic commissures,same-as
elc chemokine,chemokine ccl19,same-as
curculionidae,weevils,same-as
distaff thistles,carthamus,same-as
cross eye,esotropia,same-as
behavioral rating scale,behavior rating scale,same-as
s100a7 protein,s100 calcium binding protein a7,same-as
cholangiocarcinomas,cholangiocarcinoma,same-as
meniere's disease,meniere disease,same-as
cephalosporium,acremonium,same-as
weight loss programs,weight reduction programs,same-as
geriatric health services,health services for the aged,same-as
corpora lutea,corpus luteum,same-as
heat shock proteins 10,chaperonin 10,same-as
kymatism,myokymia,same-as
cell viabilities,cell survival,same-as
fertility control,contraception,same-as
hemolytic anemia due to g6pd deficiency,glucosephosphate dehydrogenase deficiency,same-as
cardiovascular agent,cardiovascular agents,same-as
body lift surgeries,body contouring,same-as
premature ventricular contraction,ventricular premature complexes,same-as
plastic,plastics,same-as
lymphocyte counts,lymphocyte count,same-as
reticular fiber,reticulin,same-as
metabolic x syndrome,metabolic syndrome,same-as
facial nerve injury,facial nerve injuries,same-as
gdp sugars,guanosine diphosphate sugars,same-as
anosmic hypogonadisms,kallmann syndrome,same-as
ferritin repressor protein,iron regulatory protein 1,same-as
negative result,negative results,same-as
patient handling,moving and lifting patients,same-as
war between the states,american civil war,same-as
meningismus,meningism,same-as
frangula,rhamnus,same-as
laughing gas,nitrous oxide,same-as
endometrioses,endometriosis,same-as
postreplicative repair,dna damage tolerance,same-as
asialoorosomucoid receptors,asialoglycoprotein receptor,same-as
interleukin,interleukins,same-as
vitamin pp,niacinamide,same-as
dense core granule,dense core vesicles,same-as
blood flow,blood circulation,same-as
congenital clubfeet,clubfoot,same-as
glycine plasma membrane transporter proteins,glycine plasma membrane transport proteins,same-as
lowe bickel syndrome,oculocerebrorenal syndrome,same-as
methylglucopyranosides,methylglucosides,same-as
fibrocystic pulmonary dysplasias,idiopathic pulmonary fibrosis,same-as
cyclohexatriene,benzene,same-as
kidney replacement therapies,renal replacement therapy,same-as
taxoid,taxoids,same-as
tsh cells,thyrotrophs,same-as
aminoglycoside phosphotransferase,kanamycin kinase,same-as
alkalinizing agents,antacids,same-as
asl deficiencies,argininosuccinic aciduria,same-as
tobacco controls,tobacco control,same-as
anti mutagenic agent,antimutagenic agents,same-as
micro waves,microwaves,same-as
nucleus of tractus solitarius,solitary nucleus,same-as
fibrin stabilizing factor,factor xiii,same-as
mioses,miosis,same-as
men 3,multiple endocrine neoplasia type 2b,same-as
mar element,matrix attachment regions,same-as
electrical capacitance,electric capacitance,same-as
basis pedunculi,cerebral peduncle,same-as
astrocytic glioma,astrocytoma,same-as
electronic prescriptions,electronic prescribing,same-as
didelphidae,opossums,same-as
membrane fluidities,membrane fluidity,same-as
gene targetings,gene targeting,same-as
anteroseptal myocardial infarction,anterior wall myocardial infarction,same-as
tissue factor procoagulant,thromboplastin,same-as
hiv seronegativities,hiv seronegativity,same-as
polyethylene glycol cetyl ether,cetomacrogol,same-as
fluocinolide,fluocinonide,same-as
protein fingerprints,peptide mapping,same-as
mixed hyperlipemias,hyperlipoproteinemia type v,same-as
organoleptic,sensation,same-as
complement complex c5b 9,complement membrane attack complex,same-as
chinaberry tree,melia azedarach,same-as
hospital mortalities,hospital mortality,same-as
brachium pontis,middle cerebellar peduncle,same-as
best vitelliform macular dystrophy,vitelliform macular dystrophy,same-as
vitellogeneses,vitellogenesis,same-as
gender roles,gender role,same-as
neuro immunomodulation,neuroimmunomodulation,same-as
sialuria,sialic acid storage disease,same-as
cytoreductive surgeries,cytoreduction surgical procedures,same-as
autobiography as topic,autobiographies as topic,same-as
constrained movement therapy,constraint induced movement therapy,same-as
mpxv virus,monkeypox virus,same-as
humeri fractures,humeral fractures,same-as
otorhinolaryngological diseases,otorhinolaryngologic diseases,same-as
tetrahydropyridines,pyrrolidines,same-as
paranoias,paranoid disorders,same-as
uniparental disomies,uniparental disomy,same-as
hmg at proteins,hmga proteins,same-as
true toad,bufonidae,same-as
adult day care center,adult day care centers,same-as
nurse,nurses,same-as
luting agents,dental cements,same-as
life course perspectives,life course perspective,same-as
soft tissue injury,soft tissue injuries,same-as
ig polypeptide chains,immunoglobulin subunits,same-as
subtraction technics,subtraction technique,same-as
gastric irrigations,gastric lavage,same-as
coup tfi protein,coup transcription factor i,same-as
nsp 100,peptide elongation factor 2,same-as
obesity in pregnancy,pregnancy in obesity,same-as
neuroinflammatory disease,neuroinflammatory diseases,same-as
augmented realities,augmented reality,same-as
american indians or alaska natives,american indian or alaska native,same-as
whitening agent,bleaching agents,same-as
nucleus linearis,dorsal raphe nucleus,same-as
polyglobin,immunoglobulin g,same-as
wilms tumor 1,wilms tumor,same-as
respiratory physiological phenomenon,respiratory physiological phenomena,same-as
brachial plexus anesthesia,brachial plexus block,same-as
primary immune deficiency disorder,primary immunodeficiency diseases,same-as
drip clade,mesomycetozoea,same-as
annexin vi,annexin a6,same-as
e cigarette use,vaping,same-as
lymphangitides,lymphangitis,same-as
radioisotope brachytherapy,brachytherapy,same-as
keratoses,keratosis,same-as
ethmoid sinuses,ethmoid sinus,same-as
peptide fingerprinting,peptide mapping,same-as
nasolabial folds,nasolabial fold,same-as
tissue basophils,mast cells,same-as
handicapped child,children with disabilities,same-as
duodenal reflux,duodenogastric reflux,same-as
anisotropies,anisotropy,same-as
tetrahydro isoquinolines,tetrahydroisoquinolines,same-as
enamel hypomineralization,dental enamel hypomineralization,same-as
fecal transplant,fecal microbiota transplantation,same-as
astrocyte,astrocytes,same-as
unconscious state,unconsciousness,same-as
immunomodulatory agents,immunomodulating agents,same-as
polychlorinated biphenyl,polychlorinated biphenyls,same-as
achromobacter fischeri,aliivibrio fischeri,same-as
chondromatoses,chondromatosis,same-as
collagenase,collagenases,same-as
complement component 4,complement c4,same-as
bacillus bronchisepticus,bordetella bronchiseptica,same-as
crystal violet,gentian violet,same-as
chimpanzee foamy virus,simian foamy virus,same-as
plumeless thistles,carduus,same-as
cohesin,cohesins,same-as
mannolipid,dolichol monophosphate mannose,same-as
mouth rehabilitations,mouth rehabilitation,same-as
phenobarbitone,phenobarbital,same-as
north american peoples,north american people,same-as
toeing outs,metatarsal valgus,same-as
3 pyridinecarboxylic acid,niacin,same-as
umbilical cyst,urachal cyst,same-as
Radiation detector circuits,Radiation detection circuitry,same-as
Loss measurement,Loss Evaluation,same-as
White matter,White brain matter,same-as
AC-DC power converters,AC-DC power convertors,same-as
Communication networks,Telecommunication networks,same-as
Bio-inspired computing,Bioinspired computing,same-as
Infrared sensors,IR detectors,same-as
Noise reduction,Noise suppression,same-as
Pulse measurements,Pulse analysis,same-as
Wavelet domain,Wavelet space,same-as
Feedback,Response,same-as
PD control,Proportional plus derivative control,same-as
Liquid nitrogen,Cryogenic nitrogen,same-as
Pediatrics,Paediatrics,same-as
Human computer interaction,HCI,same-as
Autonomous automobiles,Driver free automobiles,same-as
Analog circuits,Analog circuitry,same-as
Time measurement,Time gauging,same-as
Reflectometry,Reflectance Measurement,same-as
Nuclear weapons,Atomic weapons,same-as
Direction-of-arrival estimation,DOA estimation,same-as
Hybrid learning,Blended learning,same-as
Iodine,Iodine element,same-as
Computed tomography,Computerised tomography,same-as
Radar,Radio Detection and Ranging,same-as
Vehicle-to-everything,Vehicle-to-Everything Communications,same-as
Trigger circuits,Activation circuits,same-as
Client-server systems,Clientserver systems,same-as
Analog-digital integrated circuits,Analogue-digital integrated circuits,same-as
SISO communication,Single Input Single Output Communication,same-as
Spaceborne radar,Space born radar,same-as
Radiofrequency integrated circuits,RF integrated circuits,same-as
CAMAC,Computer Automated Measurement and Control,same-as
Thermal resistance,Heat resistance,same-as
Transmission line matrix methods,TLM Techniques,same-as
Videophone systems,Video calling systems,same-as
Online banking,Internet banking,same-as
Set theory,Theory of sets,same-as
Induction motors,Asynchronous motors,same-as
Distributed power generation,Distributed generation,same-as
Postal services,Mail services,same-as
Self-organizing feature maps,SOM,same-as
MISO communication,Multiple Input Single Output Communication,same-as
5G mobile communication,5th generation mobile systems,same-as
Fluid dynamics,Fluid flow dynamics,same-as
Microwave circuits,Microwave electronic circuits,same-as
Integrated memory circuits,Memory integrated circuits,same-as
Moisture control,Humidity management,same-as
Iterative methods,Iterative algorithms,same-as
Aluminum,Aluminio,same-as
Submillimeter wave communication,Terahertz Wave Communication,same-as
Turing machines,Turing devices,same-as
Semiconductor device breakdown,Semiconductor failure,same-as
Analog circuits,Analog electronic circuits,same-as
Phase shifters,Phase shift devices,same-as
HEMTs,High-electron-mobility transistors,same-as
Quantum communication,Quantum information transfer,same-as
Spectroscopy,Spectral analysis,same-as
Pareto optimization,Pareto optimisation,same-as
Ultra wideband technology,Ultra wideband,same-as
Quaternions,Hypercomplex numbers,same-as
Rail to rail operation,Full swing operation,same-as
Circuit synthesis,Electronic circuit formulation,same-as
Coordinate measuring machines,CMM devices,same-as
Wavelet coefficients,Wavelet Transform Coefficients,same-as
Sensorless control,Non-sensor Control,same-as
Centralized control,Centralized management,same-as
Solvents,Dissolving agents,same-as
Light emitting diodes,LED,same-as
Business process re-engineering,Business process redesign,same-as
Autonomous aerial vehicles,Unpiloted air vehicles,same-as
Pulse circuits,Pulse Signal Circuits,same-as
Three-dimensional displays,3D display systems,same-as
Wind energy,Wind power,same-as
Analog-digital conversion,Analog-to-digital transformation,same-as
Methanol,Wood alcohol,same-as
Circuit faults,Circuit malfunctions,same-as
Power integrated circuits,Energy Integrated Circuits,same-as
Predator prey systems,Predator-prey dynamics,same-as
Risk management,Risk mitigation,same-as
Size measurement,Dimension Assessment,same-as
Laser materials processing,Laser fabrication techniques,same-as
Spark Plasma sintering,Field Assisted Sintering Technique (FAST),same-as
Debugging,Fault Finding,same-as
Pancreas,Pancreatic gland,same-as
Semiconductor device measurement,Semiconductor device testing,same-as
Isotopes,Atomic variations,same-as
PD control,Proportional-derivative control,same-as
Metropolitan area networks,Urban area networks,same-as
License plate recognition,Automatic-number plate recognition,same-as
CNTFETs,Carbon-nanotube FETs,same-as
Wideband,Broadband,same-as
Turnkey project,Turnkey solution,same-as
Cross layer design,Layer Interaction Design,same-as
Cyberbullying,Online bullying,same-as
Resins,Synthetic polymers,same-as
Formal concept analysis,Concept Lattice Analysis,same-as
Bio-inspired computing,Biologically inspired computing,same-as
Continuous wavelet transforms,Continuous Wavelet Analysis,same-as
Thyristor circuits,SCR Circuits,same-as
Underwater cables,Sub-sea cables,same-as
Frequency-domain analysis,Spectral analysis,same-as
Computer crime,Cyber-crime,same-as
Electro-optic modulators,Electrooptic modulators,same-as
Charge carrier processes,Carrier processes,same-as
Regional area networks,Regional networks,same-as
Global Positioning System,GPS,same-as
Linear matrix inequalities,LMI,same-as
Dysprosium,Dysprosium Element,same-as
Shingled magnetic recording,Overlapped magnetic recording,same-as
Personal communication networks,Individual communication networks,same-as
Maximum a posteriori estimation,Maximum a-posteriori,same-as
Pulse width modulation converters,PWM converters,same-as
Radiation protection,Radiation safety,same-as
Light emitting diodes,LEDs,same-as
PI control,Proportional-Integral control,same-as
Data breach,Data Leak,same-as
Measurement techniques,Measuring Methods,same-as
Nonlinear control systems,Nonlinear dynamic systems,same-as
Spaceborne radar,Satellite born radar,same-as
Image capture,Image acquisition,same-as
Multiprocessing systems,Parallel processing systems,same-as
Integrated circuits,Microchips,same-as
Analog-digital integrated circuits,Analogue digital integrated circuits,same-as
Three-dimensional displays,3D displays,same-as
Cramer-Rao bounds,Cramer Rao bounds,same-as
Aspherical optics,Aspheric optics,same-as
Autonomous automobiles,Self-driving automobiles,same-as
Missile control,Missile guidance,same-as
Photoreceptors,Light-sensitive cells,same-as
Noise reduction,De-noising,same-as
Agricultural robots,Farming automation systems,same-as
Chemical elements,Elemental substances,same-as
Finite difference methods,Finite-difference methods,same-as
Motion compensation,Motion correction,same-as
Euclidean distance,Euclidean metric,same-as
Chebyshev approximation,Chebyshev polynomial approximation,same-as
Programmable logic devices,Programmable Logic Chips,same-as
Size measurement,Measurement of Size,same-as
Machine assisted indexing,Machine aided indexing,same-as
Algebra,Mathematical algebra,same-as
Ultra wideband technology,UWB technology,same-as
Finite element analysis,Finite element method,same-as
Prosthetics,Artificial limbs,same-as
Electronic learning,E-learning,same-as
5G mobile communication,5th generation wireless systems,same-as
Coplanar transmission lines,Coplanar waveguides,same-as
Communication system software,Telecom System Software,same-as
Newton method,Newton-Raphson method,same-as
Digital recording,Digital taping,same-as
Terahertz materials,THz Materials,same-as
Videotex,Interactive Video Services,same-as
Sequential circuits,State-driven circuits,same-as
Ultra wideband technology,Ultra-wide-band,same-as
Indoor communication,In-building communication,same-as
Lattices,Grid structures,same-as
Maximum a posteriori estimation,Maximum a posteriori method,same-as
Mechanical variables measurement,Mechanical parameter measurement,same-as
HEMTs,High-electron mobility transistors,same-as
Aerospace electronics,Avionics,same-as
Micrometers,Micrometer Calipers,same-as
Nonlinear equations,Nonlinear mathematical relationships,same-as
Radium,Radium Element,same-as
Circuits,Electronic circuits,same-as
Pulse width modulation converters,Pulsewidth modulation convertors,same-as
Magnetic communication,Magnetic signaling,same-as
FET integrated circuits,FET ICs,same-as
Self-organizing feature maps,Self organizing feature maps,same-as
Finite difference methods,Finite difference approximations,same-as
MIMO communication,Multiple Input Multiple Output Communication,same-as
Biomedical communication,Medical Communication,same-as
Trigger circuits,Firing circuits,same-as
Brain-computer interfaces,Brain-computer-interfaces,same-as
Transfer molding,Transfer moulding,same-as
Electrochromic devices,Electrochromic systems,same-as
Digital printing,Electronic Printing,same-as
Extrasolar planets,Exoplanets,same-as
Fuel processing industries,Fuel refining sectors,same-as
CNTFETs,Carbon nanotube field- effect transistors,same-as
Radon,Radon Gas,same-as
Autonomous automobiles,Driverless automobiles,same-as
Computed tomography,Computerized tomography,same-as
Extrasolar planets,Exo-planets,same-as
Photonic crystal fibers,Photonic-crystal fibres,same-as
Diffusion bonding,Solid-state diffusion bonding,same-as
Quality of experience,User Experience Quality,same-as
Germanium alloys,Germanium-based alloys,same-as
Photonic crystal fibers,Photonic-crystal fibers,same-as
ARPANET,Advanced Research Projects Agency Network,same-as
Impersonation attacks,Identity spoofing,same-as
Broadcast technology,Broadcasting technology,same-as
Optimal control,Optimal regulation,same-as
Neurology,Nervous System Medicine,same-as
Information age,Age of information,same-as
Conformal mapping,Angle-preserving mapping,same-as
Wireless mesh networks,Mesh wireless networking,same-as
Carotid arteries,Common carotid arteries,same-as
Underwater technology,Subaqueous technology,same-as
Rectifiers,AC/DC converters,same-as
Thyristors,Silicon controlled rectifiers,same-as
Hardware design languages,Hardware description languages,same-as
Commonsense reasoning,common-sense reasoning,same-as
Communication system software,Communication System Applications,same-as
MERIS,MEdium Resolution Imaging Spectrometer,same-as
Telephony,Telephone Services,same-as
Organic inorganic hybrid materials,Composite organic-inorganic materials,same-as
Hard disks,Hard discs,same-as
SIMO communication,Single Input Multiple Output Communication,same-as
Cyclones,Tropical Storms,same-as
Radar interferometry,Interferometric radar,same-as
3G mobile communication,3G,same-as
HDTV,High-definition TV,same-as
Distortion measurement,Distortion analysis,same-as
Method of moments,Moment Method,same-as
Ant colony optimization,ACO Algorithm,same-as
Pulse width modulation converters,Pulse width modulation convertors,same-as
UHF circuits,Ultra High Frequency Circuits,same-as
Self-organizing feature maps,Kohonen maps,same-as
SCADA systems,Industrial Control Systems,same-as
Monolithic integrated circuits,Single-chip integrated circuits,same-as
Pressure vessels,Pressure containers,same-as
PD control,Proportional-Derivative Control,same-as
Power integrated circuits,Power ICs,same-as
Taylor series,Taylor expansion,same-as
Crystalline materials,Crystalline substances,same-as
Set theory,Mathematical set theory,same-as
Organic inorganic hybrid materials,Inorganic organic hybrid materials,same-as
VHDL,VHSIC Hardware Description Language,same-as
Quantum communication,Quantum signaling,same-as
Soil measurements,Soil monitoring,same-as
Terahertz radiation,T-rays,same-as
Equivalent circuits,Circuit Equivalents,same-as
Information-centric networking,Information centric networks,same-as
Extrasolar planets,Extra solar planets,same-as
Switching circuits,Switching systems,same-as
Auxetic materials,Negative Poisson's ratio materials,same-as
Radiation effects,Radioactive Impact,same-as
Fluid flow measurement,Fluid dynamics monitoring,same-as
D-HEMTs,Depletion mode HEMTs,same-as
Biological weapons,Bioweapons,same-as
Extrasolar planets,Exo planets,same-as
Alcoholic beverages,Liquor,same-as
Pulse width modulation converters,Pulse width modulated power converters,same-as
UHF integrated circuits,Ultra High Frequency ICs,same-as
Satellite ground stations,Satellite earth stations,same-as
Telephony,Voice Communication,same-as
Newton method,Newtons method,same-as
Noise,Sound Interference,same-as
Electronic learning,E learning,same-as
Linear circuits,Linear electronic circuits,same-as
Tracking loops,Loop trackers,same-as
Pressure control,Pressure regulation,same-as
Millimeter wave circuits,MMW circuits,same-as
Decentralized control,Distributed control,same-as
Biomedical materials,Biomedical substances,same-as
Crystals,Solid Formations,same-as
Error correction,Error rectification,same-as
Radio communication,Radiofrequency transmission,same-as
Nuclear measurements,Nuclear measurement techniques,same-as
Earth,World,same-as
Quantum networks,Quantum communication networks,same-as
Thermal lensing,Thermal Lens Effect,same-as
Direction-of-arrival estimation,Estimation of the direction of arrival,same-as
Millimeter wave devices,Millimeter wave components,same-as
Analog-digital conversion,Analog-to-digital conversion,same-as
Comets,Cosmic snowballs,same-as
Microwave sensors,Microwave detection devices,same-as
Bromine compounds,Bromine-based chemicals,same-as
Spaceborne radar,Satellite borne radar,same-as
SISO communication,SISO Signal Transmission,same-as
MIMO communication,Multiple-input multiple- output,same-as
Estimation,Approximation,same-as
Electro-optic modulators,Electro-optical modulators,same-as
Computer networks,Network Computing Systems,same-as
Very large scale integration,Ultra-large scale integration,same-as
Submillimeter wave circuits,Terahertz circuits,same-as
Quantum circuit,Quantum logic circuit,same-as
Multicore processing,Multi-core processing,same-as
Military computing,Defense computing,same-as
Online banking,E-banking,same-as
Reflectometry,Optical Reflectometry,same-as
3G mobile communication,Third generation mobile communication,same-as
Proportional control,Proportional regulation,same-as
Time measurement,Chronometry,same-as
Electronic circuits,Electrical circuitry,same-as
Phonocardiography,Heart sound recording,same-as
UHDTV,Ultra-high definition television,same-as
Transmission line measurements,Line transmission testing,same-as
Paper mills,Paper factories,same-as
Microprocessors,CPU Chips,same-as
Remotely guided vehicles,Remotely controlled vehicles,same-as
Calorimetry,Heat Measurement,same-as
Linear systems,Linear models,same-as
Wire,Cable,same-as
Bio-inspired materials,Biomimetic materials,same-as
Chemical reaction network theory,Reaction network theory,same-as
Local area networks,LANs,same-as
Permanent magnets,Persistent magnets,same-as
Software algorithms,Computer algorithms,same-as
Bromine,Bromine element,same-as
Root mean square,RMS value,same-as
Interferometry,Optical metrology,same-as
Nonlinear equations,Nonlinear systems of equations,same-as
Routing,Pathfinding,same-as
Neon,Neon gas,same-as
Mobile communication,Cellular communication,same-as
3G mobile communication,3rd generation mobile communication,same-as
Piecewise linear techniques,Linear spline methodology,same-as
High-temperature superconductors,High Tc superconductors,same-as
Optical fiber communication,Fiber optic communication,same-as
Sequential circuits,Clock-driven circuits,same-as
Research and development management,R&D Management,same-as
